c_id,company_name,city,relation
CMatched-6279,Gesellschaft für Virologie e.V.,Heidelberg,LOBBYIST
CMatched-6280,INTERENA GmbH,Berlin,LOBBYIST
CMatched-6283,B-Connect GmbH,Köln,CLIENT
CMatched-6284,automotiveland.nrw,Solingen,CLIENT
CMatched-6285,automotiveland.nrw,Wuppertal,CLIENT
CMatched-6286,BEM / Bundesverband eMobilität e.V.,Berlin,CLIENT
CMatched-6287,L`Osteria SE,München,CLIENT
CMatched-6288,Hitachi Energy Germany AG,Mannheim,CLIENT
CMatched-6289,Verband Forschender Arzneimittelhersteller e.V. (vfa),Berlin,LOBBYIST
CMatched-6290,Stiftung Mercator GmbH,Essen,LOBBYIST
CMatched-6291,Verband der Mineralfarbenindustrie e. V.,Frankfurt,LOBBYIST
CMatched-6292,Corint Media GmbH,Berlin,LOBBYIST
CMatched-6293,BaS - Bundesarbeitsgemeinschaft Seniorenbüros e.V.,Bonn,LOBBYIST
CMatched-6294,Bundesverband Altöl e. V.,Berlin,LOBBYIST
CMatched-6295,MSLGROUP Germany GmbH,Berlin,LOBBYIST
CMatched-6296,ResMed Corp.,San Diego,CLIENT
CMatched-6297,Procter & Gamble Services Company NV,1853 Strombeek-Bever,CLIENT
CMatched-6298,Mars GmbH,Verden (Aller),CLIENT
CMatched-6299,Facebook Germany GmbH ,Hamburg,CLIENT
CMatched-6300,Airbnb Germany GmbH,Berlin,CLIENT
CMatched-6301,AIR LIQUIDE Deutschland GmbH,Düsseldorf,CLIENT
CMatched-6302,Sanofi-Aventis Deutschland GmbH,Frankfurt am Main,CLIENT
CMatched-6303,Sanofi-Aventis Deutschland GmbH,Frankfurt,CLIENT
CMatched-6304,Doctolib GmbH,Berlin,CLIENT
CMatched-6305,Deutsche Krankenhausgesellschaft e.V.,Berlin,CLIENT
CMatched-6306,Deutsche Krankenhausgesellschaft e.V.,Hamburg,CLIENT
CMatched-6307,Deutsche Krankenhausgesellschaft e.V.,München,CLIENT
CMatched-6309,Nestlé Deutschland AG,Frankfurt am Main,CLIENT
CMatched-6311,Sanity Group GmbH,Berlin,CLIENT
CMatched-6312,Schwarz Unternehmenskommunikation GmbH & Co. KG,Neckarsulm,CLIENT
CMatched-6313,The Wellcome Trust Limited,London ,CLIENT
CMatched-6314,Bundesverband Deutscher Versicherungskaufleute e. V. ( BVK ),Bonn,CLIENT
CMatched-6316,H&M Hennes & Mauritz B.V. & Co KG,Hamburg,CLIENT
CMatched-6317,H&M Hennes & Mauritz B.V. & Co KG,Hamburg,CLIENT
CMatched-6318,Coca-Cola GmbH,Berlin,CLIENT
CMatched-6319,Diageo Germany GmbH,Hamburg,CLIENT
CMatched-6320,CECONOMY AG,Düsseldorf,CLIENT
CMatched-6321,Coca-Cola Europacific Partners Deutschland,Berlin,CLIENT
CMatched-6322,Maria Clementine Martin Klosterfrau Vertriebsgesellschaft mbH,Köln,CLIENT
CMatched-6323,Forum Zahn- und Mundgesundheit Deutschland,Berlin,CLIENT
CMatched-6324,CoviMedical GmbH,Dillenburg,CLIENT
CMatched-6325,Pfizer Pharma GmbH,Berlin,CLIENT
CMatched-6326,Pfizer Pharma GmbH,Karlsruhe,CLIENT
CMatched-6327,Pfizer Pharma GmbH,Karlsruhe,CLIENT
CMatched-6328,OVID Verband der ölsaatenverarbeitenden Industrie in Deutschland e.V.,Berlin,CLIENT
CMatched-6329,Verband der Deutschen Biokraftstoffindustrie e.V (VDB),Berlin,CLIENT
CMatched-6330,Verband der Privaten Bausparkassen e.V.,Berlin,LOBBYIST
CMatched-6331,Thales Management & Services Deutschland GmbH,Ditzingen,LOBBYIST
CMatched-6332,"Fakultätentag für Bauingenieurwesen, Geodäsie und Umweltingenieurwesen (FTBGU) e.V.",Aachen,LOBBYIST
CMatched-6333,VIER PFOTEN - Stiftung für Tierschutz,Hamburg,LOBBYIST
CMatched-6334,Europäische Bewegung Deutschland e.V. ,Berlin,LOBBYIST
CMatched-6335,Bundesverband Managed Care e. V. (BMC),Berlin,LOBBYIST
CMatched-6336,Waren-Verein der Hamburger Börse e.V.,Hamburg,LOBBYIST
CMatched-6337,FGK - Fachverband Gebäude-Klima e. V.,Bietigheim-Bissingen,LOBBYIST
CMatched-6338,Bundesverband E-Commerce und Versandhandel Deutschland e.V. (bevh),Berlin,LOBBYIST
CMatched-6339,Verband des Groß- und Außenhandels für Krankenpflege- und Laborbedarf (VGKL) e.V.,Berlin,LOBBYIST
CMatched-6340,Jeder Tropfen Zählt GmbH,Thalmässing,LOBBYIST
CMatched-6341,Human Rights Watch - Verein zur Wahrung der Menschenrechte - e.V. ,Berlin,LOBBYIST
CMatched-6344,Bundesverband der Pharmazeutischen Industrie e.V. Landesverband Nordrhein-Westfalen,Düsseldorf,LOBBYIST
CMatched-6345,Bundesverband der Pharmazeutischen Industrie e.V. Landesverband Nordrhein-Westfalen,Düsseldorf,LOBBYIST
CMatched-6346,Verband der chemischen Industrie e.V. Landesverband Nordrhein-Westfalen,Düsseldorf,LOBBYIST
CMatched-6347,Verband der chemischen Industrie e.V. Landesverband Nordrhein-Westfalen,Düsseldorf,LOBBYIST
CMatched-6348,Hufelandgesellschaft e. V. Ärztlicher Dachverband für Integrative Medizin,Berlin,LOBBYIST
CMatched-6349,Bundesverband der Arzneimittel-Hersteller (BAH) e.V.,Bonn,LOBBYIST
CMatched-6350,Forum der Militärischen Luftfahrt e.V.,Berlin,LOBBYIST
CMatched-6351,Deutscher Steuerberaterverband e.V.,Berlin ,LOBBYIST
CMatched-6352,OcuNet GmbH & Co KG,Düsseldorf,LOBBYIST
CMatched-6354,Cepheid GmbH,Krefeld,LOBBYIST
CMatched-6355,BPI Landesverband Nord,Laatzen,LOBBYIST
CMatched-6356,VAG Verkehrs-Aktiengesellschaft,Nürnberg,LOBBYIST
CMatched-6357,PROMETHEUS - Das Freiheitsinstitut gGmbH,Berlin,LOBBYIST
CMatched-6358,N-ERGIE Aktiengesellschaft,Nürnberg,LOBBYIST
CMatched-6359,"BDE Bundesverband der Deutschen Entsorgungs-, Wasser- und Rohstoffwirtschaft e. V.",Berlin,LOBBYIST
CMatched-6360,Lesbisches Aktionszentrum (LAZ) reloaded e.V.,Berlin,LOBBYIST
CMatched-6361,Deutsches Rechnungslegungs Standards Committee e.V.,Berlin,LOBBYIST
CMatched-6362,Campact e.V.,Verden / Aller,LOBBYIST
CMatched-6363,Bundesverband Individual- und Erlebnispädagogik e.V.,Dortmund,LOBBYIST
CMatched-6364,Bundesverband der Energie- und Klimaschutzagenturen Deutschlands (eaD) e. V.,Berlin,LOBBYIST
CMatched-6365,Bundesverband der Energie- und Klimaschutzagenturen Deutschlands (eaD) e. V.,Berlin,LOBBYIST
CMatched-6366,Verband der Deutschen Lederindustrie e.V. (VDL),Frankfurt am Main,LOBBYIST
CMatched-6367,Vynova Wilhelmshaven GmbH,Wilhelmshaven,LOBBYIST
CMatched-6368,Asklepios Klinik Service Göttingen GmbH,Göttingen,LOBBYIST
CMatched-6369,Asklepios Klinik Service Göttingen GmbH,Wildenfels,LOBBYIST
CMatched-6370,Asklepios Klinik Service Göttingen GmbH,Schwalmstadt,LOBBYIST
CMatched-6371,Asklepios Psychiatrie Niedersachsen GmbH,Göttingen,LOBBYIST
CMatched-6372,Landvolk Niedersachsen Kreisverband Lüneburger Heide e.V.,Buchholz,LOBBYIST
CMatched-6373,ASA-Bundesverband der Hersteller und Importeure von Automobil-Serviceausrüstungen e.V. (ASA),Vaterstetten,LOBBYIST
CMatched-6376,Bayerischer Verband für Sicherheit in der Wirtschaft e. V. (BVSW),München,LOBBYIST
CMatched-6377,Verband der Bayerischen Textil- und Bekleidungsindustrie e.V.,München,LOBBYIST
CMatched-6378,Bundesverband Flachglas e. V.,Troisdorf,LOBBYIST
CMatched-6379,Niedersächsisches Landvolk Kreisverband Osterholz e. V.,Osterholz-Scharmbeck,LOBBYIST
CMatched-6380,Niedersächsisches Landvolk Kreisverband Osterholz e. V.,Bremerhaven,LOBBYIST
CMatched-6381,Samsung Electronics GmbH,Schwalbach / Ts.,LOBBYIST
CMatched-6382,Cartellverband der katholischen deutschen Studentenverbindungen (CV),Bad Honnef,LOBBYIST
CMatched-6383,Cartellverband der katholischen deutschen Studentenverbindungen (CV),Bad Honnef,LOBBYIST
CMatched-6386,Dachverband der Kritischen Aktionärinnen und Aktionäre e.V.,Köln,LOBBYIST
CMatched-6387,Miller & Meier Consulting GmbH,Berlin,LOBBYIST
CMatched-6388,Viega GmbH & Co. KG,Attendorn,CLIENT
CMatched-6389,Axon Public Safety Germany SE,Frankfurt am Main,CLIENT
CMatched-6396,Indivior Deutschland GmbH,Mannheim,CLIENT
CMatched-6397,ViiV Healthcare GmbH ,München,CLIENT
CMatched-6398,MSD Sharp & Dohme GmbH,München,CLIENT
CMatched-6399,Janssen-Cilag GmbH,Neuss,CLIENT
CMatched-6400,Bundesverband spezielle Lebensmittel (DIÄTVERBAND) e.V.,Bonn,CLIENT
CMatched-6401,Air Products GmbH (HRB 15572),Hattingen,CLIENT
CMatched-6402,Valneva SE,44800 Saint-Herblain,CLIENT
CMatched-6403,Zoom Video Communications Germany GmbH,Köln,CLIENT
CMatched-6404,DEVAP,Berlin,LOBBYIST
CMatched-6405,WH Beratungs- und Handels GmbH,Weißenthurm,LOBBYIST
CMatched-6406,WH Beratungs- und Handels GmbH,Schliengen,LOBBYIST
CMatched-6407,Ardagh Metal Beverage Trading Germany GmbH ,Weißenthurm,CLIENT
CMatched-6408,Ardagh Metal Beverage Trading Germany GmbH ,Bonn,CLIENT
CMatched-6409,FFI Fachverband Faltschachtel-Industrie e. V.,Frankfurt am Main,LOBBYIST
CMatched-6410,Hamburger Stiftung für Wirtschaftsethik,Hamburg,LOBBYIST
CMatched-6411,Bauernverband Oberlausitz e. V.,Löbau,LOBBYIST
CMatched-6412,Trepublica GmbH,Saarbrücken,LOBBYIST
CMatched-6413,EUTOP Europe GmbH,München,CLIENT
CMatched-6414,EUTOP Europe GmbH,München,CLIENT
CMatched-6416,Caravaning Industrie Verband e. V. (CIVD),Frankfurt,CLIENT
CMatched-6417,Bayerischer Heilbäder-Verband e. V.,Bad Füssing,LOBBYIST
CMatched-6418,Thüringer Handwerkstag e.V.,Erfurt,LOBBYIST
CMatched-6419,Mittelstandsverband abfallbasierter Kraftstoffe e.V. (MVaK),Berlin,LOBBYIST
CMatched-6420,Gütegemeinschaft Stahlschutzplanken e.V.,Siegen,LOBBYIST
CMatched-6421,DJK-Sportverband,Langenfeld,LOBBYIST
CMatched-6422,TRUMPF SE + Co. KG (Holding),Ditzingen,LOBBYIST
CMatched-6423,AbilityWatch e.V.,Hameln,LOBBYIST
CMatched-6424,EUTOP Europe GmbH,München,CLIENT
CMatched-6425,EUTOP Europe GmbH,München,CLIENT
CMatched-6427,Klima-Mitbestimmung JETZT e.V.,Köln,LOBBYIST
CMatched-6428,"Evangelisches Seniorenwerk, Bundesverband für Männer und Frauen im Ruhestand e.V.",Berlin,LOBBYIST
CMatched-6429,Strategiebüro Nord,Bremen,LOBBYIST
CMatched-6430,Bundesvereinigung der Arbeitsgemeinschaften der Notärzte Deutschlands (BAND e.V.),Berlin,LOBBYIST
CMatched-6431,Bundesarbeitsgemeinschaft zur Förderung der Versicherungsmakler (BFV),Düsseldorf,LOBBYIST
CMatched-6432,AGES Maut System GmbH &Co.KG,Langenfeld,CLIENT
CMatched-6433,urbanicom - Deutscher Verein für Stadtentwicklung und Handel e.V.,Berlin,LOBBYIST
CMatched-6434,Zukunftsforum Öffentliche Sicherheit e. V. (ZOES),Berlin,LOBBYIST
CMatched-6435,Türkisch-Deutsche Industrie- und Handelskammer Unternehmerverband e.V.,Berlin,LOBBYIST
CMatched-6436,Bundesverband Wasserpfeifentabak (Der Shisha-Verband),Berlin,LOBBYIST
CMatched-6437,Bundesverband SchienenNahverkehr (BSN) e.V.,Berlin,LOBBYIST
CMatched-6438,Alliance for Regenerative Medicine,Washington D.C. 20036 USA,CLIENT
CMatched-6439,Kalms Consulting GmbH,Berlin,CLIENT
CMatched-6440,Illumina GmbH,Berlin,CLIENT
CMatched-6441,eurocom e.V. - European Manufacturers Federation for Compression Therapy and Orthopaedic Devices,Berlin - Mitte,LOBBYIST
CMatched-6442,Verein demokratischer Ärzt*innen,Maintal,LOBBYIST
CMatched-6443,Verband der Air Cargo Abfertiger Deutschlands (VACAD) e. V.,Frankfurt am Main,LOBBYIST
CMatched-6444,EUTOP Europe GmbH,München,CLIENT
CMatched-6445,EUTOP Europe GmbH,München,CLIENT
CMatched-6447,Honig-Verband e.V.,Hamburg,LOBBYIST
CMatched-6448,Verivox GmbH,Heidelberg,LOBBYIST
CMatched-6449,Verivox GmbH,Heidelberg,LOBBYIST
CMatched-6450,Charta der Vielfalt e.V.,Berlin,LOBBYIST
CMatched-6451,Bitkom e.V.,Berlin,LOBBYIST
CMatched-6452,John Deere Walldorf GmbH & Co. KG,Walldorf,LOBBYIST
CMatched-6453,Bauherren-Schutzbund e.V. (BSB),Berlin,LOBBYIST
CMatched-6454,EUTOP Europe GmbH,München,CLIENT
CMatched-6455,EUTOP Europe GmbH,München,CLIENT
CMatched-6457,Hans-Albert-Institut,Oberwesel,LOBBYIST
CMatched-6458,Verband Chemiehandel (VCH),Köln,LOBBYIST
CMatched-6459,pax christi - Deutsche Sektion e.V.,Berlin,LOBBYIST
CMatched-6460,EUTOP Europe GmbH,München,CLIENT
CMatched-6461,EUTOP Europe GmbH,München,CLIENT
CMatched-6462,EUTOP Europe GmbH,München-Bogenhausen,CLIENT
CMatched-6463,Global Policy Forum Europe e.V.,Bonn,LOBBYIST
CMatched-6465,Kongsberg Defence & Aerospace,NO-3616 Kongsberg,CLIENT
CMatched-6467,Bundesverband der Deutschen Fluggesellschaften e.V. (BDF),Berlin,LOBBYIST
CMatched-6468,Bundesverband Mineralische Rohstoffe e.V. (BV MIRO),Duisburg,LOBBYIST
CMatched-6469,Industrieverband Blechumformung e.V.,Hagen,LOBBYIST
CMatched-6470,Bund Deutscher Kriminalbeamter e.V. (BDK),Berlin,LOBBYIST
CMatched-6471,Deutscher Kinderschutzbund Bundesverband e.V. ,Berlin,LOBBYIST
CMatched-6472,Bundesverband der Konzert- und Veranstaltungswirtschaft (BDKV) e. V.,Hamburg,LOBBYIST
CMatched-6473,Verband der Wellpappenindustrie e.V.,Darmmstadt,LOBBYIST
CMatched-6474,Verband deutscher Pfandbriefbanken (vdp) e. V. ,Berlin,LOBBYIST
CMatched-6475,THIELMANN WEW GmbH,Weitefeld,LOBBYIST
CMatched-6476,Bundesverband Deutscher Versandapotheken - BVDVA,Berlin,LOBBYIST
CMatched-6477,Bundesverband Deutscher Versandapotheken - BVDVA,Berlin,LOBBYIST
CMatched-6478,Verband der Zytostatika herstellenden Apothekerinnen und Apotheker (VZA) e.V.,Berlin,LOBBYIST
CMatched-6479,Bundesverband der Dienstleistungsunternehmen,Berlin,LOBBYIST
CMatched-6480,Bundesverband der Versorgungsapotheker (BVVA) e.V.,Berlin,LOBBYIST
CMatched-6481,Deutscher Fruchthandelsverband e.V. (DFHV),Bonn,LOBBYIST
CMatched-6482,VRFF Die Mediengewerkschaft e.V.,Mainz,LOBBYIST
CMatched-6483,Weltenergierat - Deutschland,Berlin,LOBBYIST
CMatched-6484,Waldbesitzerverband für Rheinland-Pfalz e. V.,Bad Kreuznach,LOBBYIST
CMatched-6485,Entsorgergemeinschaft der Deutschen Entsorgungswirtschaft (EdDE) e.V.,Köln,LOBBYIST
CMatched-6486,BioMarin Deutschland GmbH,Kronberg,LOBBYIST
CMatched-6487,BioMarin Deutschland GmbH,Kronberg/Ts.,LOBBYIST
CMatched-6488,Bundesverband Deutscher Tabakpflanzer,Berlin,LOBBYIST
CMatched-6489,Psychotherapeutenkammer S.-H.,Kiel,LOBBYIST
CMatched-6490,Psychotherapeutenkammer S.-H.,Bremen,LOBBYIST
CMatched-6491,Berufsverband der Kinder- und Jugendärzte e.V. (BVKJ),Köln,LOBBYIST
CMatched-6492,EUTOP Europe GmbH (EUTOP),München,CLIENT
CMatched-6493,EUTOP Europe GmbH (EUTOP),Berlin,CLIENT
CMatched-6494,Republic Affairs®,Berlin,CLIENT
CMatched-6495,Republic Affairs®,Berlin,CLIENT
CMatched-6496,Republic Affairs®,Berlin,CLIENT
CMatched-6497,Industrie-Gemeinschaft Aerosole e.V.,Frankfurt,LOBBYIST
CMatched-6498,JANUN Lüneburg e.V.,Lüneburg,LOBBYIST
CMatched-6499,Gardena Deutschland GmbH,Ulm,LOBBYIST
CMatched-6500,Gardena GmbH,Ulm,LOBBYIST
CMatched-6501,Gardena Deutschland GmbH,Ulm,CLIENT
CMatched-6502,Landesinnungsverband für das bayerische Fleischerhandwerk,Augsburg,LOBBYIST
CMatched-6503,Landesinnungsverband für das bayerische Fleischerhandwerk,München,LOBBYIST
CMatched-6504,EUTOP Europe GmbH (EUTOP),München,CLIENT
CMatched-6505,EUTOP Europe GmbH (EUTOP),Berlin,CLIENT
CMatched-6506,Mexacare GmbH,Heidelberg,CLIENT
CMatched-6507,Litef GmbH,Freiburg,CLIENT
CMatched-6508,Ruag AG,Emmen,CLIENT
CMatched-6509,Swedish Match,11885 Stockholm,CLIENT
CMatched-6510,Swedish Match,Stockholm,CLIENT
CMatched-6511,BECTON DICKINSON Gesellschaft mit beschränkter Haftung (BD),Heidelberg,LOBBYIST
CMatched-6512,BECTON DICKINSON Gesellschaft mit beschränkter Haftung (BD),Heidelberg,LOBBYIST
CMatched-6513,BECTON DICKINSON Gesellschaft mit beschränkter Haftung (BD),Tullastraße 8 - 12,LOBBYIST
CMatched-6514,Landesapothekerverband Baden-Württemberg e.V.,Stuttgart,LOBBYIST
CMatched-6515,EUTOP Europe GmbH,München,CLIENT
CMatched-6516,EUTOP Europe GmbH,München,CLIENT
CMatched-6517,EUTOP Europe GmbH,München-Bogenhausen,CLIENT
CMatched-6518,Deutsche Gesellschaft für Qualität e.V.,Frankfurt,LOBBYIST
CMatched-6519,Deutsche Gesellschaft für Qualität e.V.,Berlin,LOBBYIST
CMatched-6520,Deutsches Netzwerk gegen Vernachlässigte Tropenkrankheiten (DNTDs) e.V. ,Berlin ,LOBBYIST
CMatched-6521,Deutsches Netzwerk gegen Vernachlässigte Tropenkrankheiten (DNTDs) e.V. ,Berlin ,LOBBYIST
CMatched-6522,ARGEnergie e.V.,Heidenheim,LOBBYIST
CMatched-6523,Hafen Hamburg Marketing e.V. (HHM),Hamburg,LOBBYIST
CMatched-6524,Bundesverband der Deutschen Tourismuswirtschaft (BTW) e.V.,Berlin,LOBBYIST
CMatched-6525,Deutsche Plattform Globale Gesundheit,Frankfurt am Main,LOBBYIST
CMatched-6526,Deutscher Hubschrauber Verband - DHV,Bückeburg,LOBBYIST
CMatched-6527,Berufsverband der Deutschen Radiologen,München,LOBBYIST
CMatched-6528,Wiese Consult GmbH,Berlin,LOBBYIST
CMatched-6529,Knauf Gips KG,Iphofen,CLIENT
CMatched-6530,Deutscher Notarverein,Berlin,LOBBYIST
CMatched-6531,Deutscher Notarverein,Göttingen,LOBBYIST
CMatched-6532,KID Systeme GmbH,Buxtehude,LOBBYIST
CMatched-6533,KID Systeme GmbH,Steinenbronn,LOBBYIST
CMatched-6534,KID Systeme GmbH,Mannheim,LOBBYIST
CMatched-6535,Verband der Chemischen Industrie e.V. Landesverband Rheinland-Pfalz e.V.,Ludwigshafen,LOBBYIST
CMatched-6536,Deutsches Aktieninstitut e. V.,Frankfurt,LOBBYIST
CMatched-6537,Verband der deutschen Lack- und Druckfarbenindustrie e.V.,Frankfurt am Main,LOBBYIST
CMatched-6538,Stadtwerke München GmbH,München,LOBBYIST
CMatched-6539,Stena Line GmbH & Co. KG,Hamburg,LOBBYIST
CMatched-6540,Bundesnetzwerk Mehrgenerationenhäuser e.V. (BNW MGH e.V.),Berlin,LOBBYIST
CMatched-6541,Stimmen der Solidarität Mahnwache Köln e.V. ,Köln,LOBBYIST
CMatched-6542,Fachvereinigung Edelmetalle e. V.,Pforzheim,LOBBYIST
CMatched-6543,Vita 34 AG ,Leipzig,LOBBYIST
CMatched-6544,Lürssen Maritime Beteiligungen ,Bremen,LOBBYIST
CMatched-6545,CropLife Europe,1040 Brussels,LOBBYIST
CMatched-6546,CropLife Europe,Brussels,LOBBYIST
CMatched-6547,IDI - Initiative deutsche Infrastruktur e.V.,Frankfurt am Main,LOBBYIST
CMatched-6548,CEWE Stiftung & Co. KGaA,Oldenburg,CLIENT
CMatched-6549,Trägerverein Institut für Holztechnologie Dresden e. V.,Dresden,LOBBYIST
CMatched-6550,Arbeitsgemeinschaft Naturgemäße Waldwirtschaft Deutschland e.V.,Schmallenberg,LOBBYIST
CMatched-6551,Verband der Feuerwehren in NRW e. V.,Wuppertal,LOBBYIST
CMatched-6552,BAV - Bundesverband der Altholzaufbereiter und -verwerter e. V.,Berlin,LOBBYIST
CMatched-6553,Bundesverband der deutschen Bioethanolwirtschaft ,Berlin,LOBBYIST
CMatched-6554,Ostdeutscher Bankenverband e.V.,Berlin,LOBBYIST
CMatched-6555,Ostdeutscher Bankenverband e.V.,Berlin,LOBBYIST
CMatched-6556,Ostdeutscher Bankenverband e.V.,München,LOBBYIST
CMatched-6557,Ostdeutscher Bankenverband e.V.,Hamburg,LOBBYIST
CMatched-6558,UAV DACH e.V. - Verband für unbemannte Luftfahrt,Berlin,LOBBYIST
CMatched-6559,Bundesverband der Energie-Abnehmer e. V. (VEA),Hannover,LOBBYIST
CMatched-6560,"Ring Deutscher Makler, Verband der Immobilienberufe und Hausverwalter, Landesverband Berlin und Brandenburg e.V. (RDM)",Berlin,LOBBYIST
CMatched-6561,ipc Unternehmensberatung,Berlin,LOBBYIST
CMatched-6562,EUTOP Europe GmbH,München,CLIENT
CMatched-6563,EUTOP Europe GmbH,München,CLIENT
CMatched-6564,EUTOP Europe GmbH,München-Bogenhausen,CLIENT
CMatched-6565,Hermes Germany GmbH,Hamburg,CLIENT
CMatched-6566,MedicalMountains GmbH,Tuttlingen,LOBBYIST
CMatched-6567,Reisemobil Union e.V.,Frankfurt/Main,LOBBYIST
CMatched-6568,WASH-Netzwerk,Berlin,LOBBYIST
CMatched-6569,Netzwerk Datenschutzexpertise,Bonn,LOBBYIST
CMatched-6570,House of Policy GmbH,München,LOBBYIST
CMatched-6571,NTT Germany ,Bad Homburg v. d. Höhe,CLIENT
CMatched-6572,Kaspersky Labs ,Ingolstadt,CLIENT
CMatched-6573,Toll4Europe ,München,CLIENT
CMatched-6574,Deutscher Segler-Verband e.V.,Hamburg,LOBBYIST
CMatched-6575,Deutscher Segler-Verband e.V.,Frankfurt,LOBBYIST
CMatched-6576,Völklinger Kreis,Berlin,LOBBYIST
CMatched-6577,Vereinigung freischaffender Architekten VfA,Berlin,LOBBYIST
CMatched-6578,Verband der deutschen Verbundwirtschaft e. V.,Berlin,LOBBYIST
CMatched-6579,Zukunftsforum Familie e.V.,Berlin,LOBBYIST
CMatched-6580,Bundesverband Molkereiprodukte e. V. ...und feine Lebensmittel,Berlin,LOBBYIST
CMatched-6581,Deutsche Gesellschaft für Unfallchirurgie e.V.,Berlin,LOBBYIST
CMatched-6582,Deutsche Gesellschaft für Unfallchirurgie e.V.,Berlin,LOBBYIST
CMatched-6583,Deutsche Gesellschaft für Unfallchirurgie e.V.,Berlin,LOBBYIST
CMatched-6584,Deutsche Gesellschaft für Orthopädie und Orthopädische Chirurgie e. V.,Berlin,LOBBYIST
CMatched-6585,Deutsche Gesellschaft für Orthopädie und Orthopädische Chirurgie e. V.,Berlin,LOBBYIST
CMatched-6586,Bundesvereinigung Recycling-Baustoffe e.V. (BRB),Berlin,LOBBYIST
CMatched-6587,Deutsche Stiftung Mediation,Neubiberg,LOBBYIST
CMatched-6588,German Council of Shopping Places e.V.,Ludwigsburg,LOBBYIST
CMatched-6589,German Council of Shopping Places e.V.,Ludwigsburg,CLIENT
CMatched-6590,"Der Bundesverband der Pneumologen, Schlaf- und Beatmungsmediziner e. V.",Heidenheim,LOBBYIST
CMatched-6591,Sächsische Industrieforschungsgemeinschaft e. V.,Dresden,LOBBYIST
CMatched-6592,VPP ,Erfurt,LOBBYIST
CMatched-6593,Deutscher Nautischer Verein von 1868 e.V.,Hamburg,LOBBYIST
CMatched-6594,Psychotherapeutenkammer Hamburg KdöR,Hamburg,LOBBYIST
CMatched-6595,Union zur Förderung von Oel- und Proteinpflanzen e.V. (UFOP) ,Berlin,LOBBYIST
CMatched-6596,Industrieverband Massivumformung e. V.,Hagen,LOBBYIST
CMatched-6597,Verkehrsclub Deutschland (VCD) Kreisverband Hochsauerland e. V.,Sundern,LOBBYIST
CMatched-6598,DIRK - Deutscher Investor Relations Verband e.V.,Frankfurt am Main,LOBBYIST
CMatched-6599,Verband der Beschäftigten der obersten und oberen Bundesbehörden - vbob - Gewerkschaft Bundesbeschäftigte,Bonn,LOBBYIST
CMatched-6600,Verband der Bergungs- und Abschleppunternehmen e.V. ,Wuppertal,LOBBYIST
CMatched-6601,Deutsche Post AG,Bonn,CLIENT
CMatched-6602,ACE Auto Club Europa e.V.,Berlin,LOBBYIST
CMatched-6603,Institut für Weltanschauungsrecht (ifw),Oberwesel,LOBBYIST
CMatched-6604,BNW Bundesverband Nachhaltige Wirtschaft e.V.,Berlin,LOBBYIST
CMatched-6605,Deutscher Boots- und Schiffbauer-Verband e.V.,Hamburg,LOBBYIST
CMatched-6606,Verband wissenschaftlicher Osteopathen Deutschlands e. V. (VWOD),Berlin,LOBBYIST
CMatched-6607,German Offshore Spaceport Alliance GmbH,Bremen,LOBBYIST
CMatched-6608,Zentraler Immobilien Ausschuss (ZIA) e.V.,Berlin,CLIENT
CMatched-6609,Zentraler Immobilien Ausschuss (ZIA) e.V.,Berlin,CLIENT
CMatched-6610,Bundesinteressenvertretung schwuler Senioren (BISS) e.V.,Köln,LOBBYIST
CMatched-6611,Deutscher Feuerwehrverband,Berlin,LOBBYIST
CMatched-6612,GASCADE Gastransport GmbH,Kassel,LOBBYIST
CMatched-6613,"Verband der Hersteller von Textil-, Papier-, Leder- und Pelzhilfs- und -farbmitteln, Tensiden, Komplexbildnern, Antimikrobiellen Mitteln, Polymeren Flockungsmitteln, Kosmetischen Rohstoffen und Pharmazeutischen Hilfsstoffen oder verwandten Produkten e. V. - Verband TEGEWA e. V.",Frankfurt/Main,LOBBYIST
CMatched-6614,Berlin Finance Initiative,Berlin,LOBBYIST
CMatched-6615,German Toilet Organization e.V.,Berlin,LOBBYIST
CMatched-6616,Verein Deutscher Zementwerke e.V.,Düsseldorf,LOBBYIST
CMatched-6617,Pharmainitiative Bayern,München,LOBBYIST
CMatched-6618,Gesamtverband Schadstoffsanierung e.V.,Berlin,LOBBYIST
CMatched-6619,Aktionsbündnis Menschenrechte - Philippinen (AMP),Köln,LOBBYIST
CMatched-6620,"Vereinigung der Eier-, Wild- und Geflügelwirtschaft e.V. (EPEGA)",Bonn,LOBBYIST
CMatched-6621,philippinenbüro e.V.,Köln,LOBBYIST
CMatched-6622,Bundesverband der Gipsindustrie e.V.,Berlin,LOBBYIST
CMatched-6623,Bundesverband der Gipsindustrie e.V.,Bonn,LOBBYIST
CMatched-6624,REEMTSMA Cigarettenfabriken GmbH,Hamburg,LOBBYIST
CMatched-6625,Dachverband der Bayerischen Schaf- und Ziegenzuchtverbände e.V.,Poing-Grub,LOBBYIST
CMatched-6626,Landesverband Bayerischer Schafhalter e.V.,Poing-Grub,LOBBYIST
CMatched-6627,Kreislandvolkverband Friesland e.V.,Ovelgönne,LOBBYIST
CMatched-6628,Bundesarbeitgeberverband Glas und Solar e. V. ,München,LOBBYIST
CMatched-6629,Landesjagdverband Baden-Württemberg e.V. ,Stuttgart ,LOBBYIST
